Year;Length;Title;Subject;Actor;Actress;Director;Popularity;Awards
1990;120.0;Hot Spot;Drama;Johnson, Don;Madsen, Virginia;Hopper, Dennis;70.0;No
1974;124.0;Amarcord;Drama;Noel, Magali;Maggio, Pupella;Fellini, Federico;50.0;Yes
1988;85.0;Casablanca Express;Action;Connery, Jason;Maneri, Luisa;Martino, Sergio;33.0;No
1980;94.0;Out of the Blue;Drama;Hopper, Dennis;Manz, Linda;Hopper, Dennis;4.0;No
1949;110.0;Sands of Iwo Jima;War;Wayne, John;Mara, Adele;Dwan, Allan;72.0;No
1981;104.0;Hand, The;Horror;Caine, Michael;Marcovicci, Andrea;Stone, Oliver;44.0;No
1989;81.0;Deep Cover;Mystery;Conti, Tom;Markham, Kika;Loncraine, Richard;15.0;No
1955;92.0;Il Bidone;Drama;Crawford, Broderick;Masina, Guilietta;Fellini, Federico;70.0;No
1986;130.0;El Guerrero Solitario;Drama;Eastwood, Clint;Mason, Marsha;Eastwood, Clint;77.0;No
1986;130.0;Heartbreak Ridge;War;Eastwood, Clint;Mason, Marsha;Eastwood, Clint;61.0;No
1977;110.0;Goodbye Girl, The;Comedy;Dreyfuss, Richard;Mason, Marsha;Ross, Herbert;6.0;Yes
1991;144.0;Robin Hood: Prince of Thieves;Action;Costner, Kevin;Mastrantonio, Mary Elizabeth;Costner, Kevin;8.0;No
1992;101.0;White Sands;Drama;Dafoe, Willem;Mastrantonio, Mary Elizabeth;Donaldson, Roger;38.0;No
1986;119.0;Color of Money, The;Drama;Newman, Paul;Mastrantonio, Mary Elizabeth;Scorsese, Martin;6.0;Yes
1986;119.0;Children of a Lesser God;Drama;Hurt, William;Matlin, Marlee;Haines, Randa;20.0;Yes
1989;88.0;Women on the Verge of a Nervous Breakdown;Comedy;Banderas, Antonio;Maura, Carmen;Almodvar, Pedro;65.0;No
1980;86.0;Pepi Luci Bom;Comedy;Rotaeta, Flix;Maura, Carmen;Almodvar, Pedro;66.0;No
1989;100.0;Forgotten, The;Mystery;Carradine, Keith;Maynard, Mimi;Keach, James;69.0;No
1990;92.0;After the Shock;Drama;Kotto, Yaphet;McClanahan, Rue;Sherman, Gary;28.0;No
1992;95.0;Riff Raff;Comedy;Carlyle, Robert;McCourt, Emer;Loach, Ken;71.0;No
1967;81.0;Glory Stompers, The;Action;Hopper, Dennis;McCrea, Jody;Lanza, Anthony M.;27.0;No
1990;181.0;Dances with Wolves;Western;Costner, Kevin;McDonnell, Mary;Costner, Kevin;8.0;Yes
1987;130.0;Matewan;Drama;Jones, James Earl;McDonnell, Mary;Sayles, John;81.0;No
1988;120.0;Mississippi Burning;Drama;Hackman, Gene;McDormand, Frances;Parker, Alan;41.0;Yes
1975;130.0;Eiger Sanction, The;Action;Eastwood, Clint;McGee, Vonetta;Eastwood, Clint;69.0;No
1988;109.0;Unsettled Land;Drama;Shea, John;McGillis, Kelly;Barbash, Uri;75.0;No
1991;98.0;Cat Chaser;Drama;Weller, Peter;McGillis, Kelly;Ferrera, Abel;6.0;No
1988;110.0;Accused, The;Drama;Coulson, Bernie;McGillis, Kelly;Kaplan, Jonathan;71.0;Yes
1989;109.0;Winter People;Drama;Russell, Kurt;McGillis, Kelly;Kotcheff, Ted;30.0;No
1983;101.0;Reuben, Reuben;Comedy;Conti, Tom;McGillis, Kelly;Miller, Robert Ellis;2.0;No
1987;102.0;Made in Heaven;Fantasy;Hutton, Timothy;McGillis, Kelly;Rudolph, Alan;57.0;No
1986;109.0;Top Gun;Action;Cruise, Tom;McGillis, Kelly;Scott, Tony;8.0;No
1985;112.0;Witness;Drama;Ford, Harrison;McGillis, Kelly;Weir, Peter;59.0;No
1984;109.0;Racing with the Moon;Drama;Penn, Sean;McGovern, Elizabeth;Benjamin, Richard;50.0;No
1983;98.0;Lovesick;Comedy;Moore, Dudley;McGovern, Elizabeth;Brickman, Marshall;51.0;No
1965;199.0;Greatest Story Ever Told, The;Drama;Sydow, Max von;McGuire, Dorothy;Stevens, George;26.0;No
1989;105.0;Hawks;Drama;Dalton, Timothy;McTeer, Janet;Miller, Robert Ellis;11.0;No
1981;91.0;So Fine;Comedy;O'Neal, Ryan;Melato, Mariangela;Bergman, Andrew;17.0;No
1957;89.0;Paths of Glory;Drama;Douglas, Kirk;Menjou, Adolphe;Kubrick, Stanley;47.0;No
1964;120.0;Tom Jones;Drama;Ustinov, Peter;Mercouri, Melina;Dassin, Jules;39.0;Yes
1975;103.0;Sunshine Boys, The;Comedy;Burns, George;Meredith, Lee;Ross, Herbert;35.0;Yes
1988;98.0;Caddyshack 2;Comedy;Mason, Jackie;Merrill, Dina;Arkush, Allan;34.0;No
1990;117.0;Internal Affairs;Drama;Gere, Richard;Metcalf, Laurie;Figgis, Mike;3.0;No
1991;206.0;JFK;Drama;Costner, Kevin;Metcalf, Laurie;Stone, Oliver;78.0;No
1991;97.0;New Jack City;Action;Snipes, Wesley;Michele, Michael;Van Peebles, Mario;80.0;No
1987;118.0;Hope & Glory;War;Hayman, David;Miles, Sarah;Boorman, John;3.0;No
1970;194.0;Ryan's Daughter;Drama;Mitchum, Robert;Miles, Sarah;Lean, David;81.0;Yes
1973;127.0;Man Who Loved Cat Dancing, The;Western;Reynolds, Burt;Miles, Sarah;Sarafian, Richard C.;40.0;No
1962;123.0;Man Who Shot Liberty Valance, The;Western;Stewart, James;Miles, Vera;Ford, John;85.0;No
1989;102.0;Dead-Bang;Action;Johnson, Don;Miller, Penelope Ann;Frankenheimer, John;9.0;No
1988;90.0;Big Top Pee-wee;Comedy;Reubens, Paul;Miller, Penelope Ann;Kleiser, Randal;17.0;No
1960;103.0;Time Machine, The;Science Fiction;Taylor, Rod;Mimieux, Yvette;Pal, George;88.0;No
1972;128.0;Cabaret;Drama;Grey, Joel;Minnelli, Liza;Fosse, Bob;59.0;Yes
1981;97.0;Arthur;Comedy;Moore, Dudley;Minnelli, Liza;Gordon, Steve;79.0;Yes
1976;97.0;A Matter of Time;Drama;Boyer, Charles;Minnelli, Liza;Minnelli, Vincente;70.0;No
1977;137.0;New York, New York;Drama;De Niro, Robert;Minnelli, Liza;Scorsese, Martin;8.0;No
1989;89.0;Nightmare on Elm Street, Pt. 5, The Dream Child;Horror;Englund, Robert;Minter, Kelly Jo;Hopkins, Stephen;41.0;No
1980;100.0;Fiendish Plot of Dr. Fu Manchu, The;Comedy;Sellers, Peter;Mirren, Helen;Haggard, Piers;29.0;No
1991;240.0;Four American Composers;Music;Cage, John;Monk, Meredith;Greenaway, Peter;3.0;No
1950;112.0;Asphalt Jungle, The;Action;Hayden, Sterling;Monroe, Marilyn;Huston, John;77.0;No
1992;61.0;Ladies of the Chorus;Music;Garr, Eddie;Monroe, Marilyn;Karlson, Phil;60.0;No
1953;95.0;How to Marry a Millionaire;Comedy;Powell, William;Monroe, Marilyn;Negulesco, Jean;65.0;No
1991;94.0;Nothing But Trouble;Comedy;Candy, John;Moore, Demi;Aykroyd, Dan;25.0;No
1987;109.0;Wisdom;Action;Estevez, Emilio;Moore, Demi;Estevez, Emilio;25.0;No
1986;94.0;One Crazy Summer;Comedy;Cusack, John;Moore, Demi;Holland, Savage Steve;61.0;No
1989;110.0;We're No Angels;Comedy;De Niro, Robert;Moore, Demi;Jordan, Neil;51.0;No
1984;102.0;No Small Affair;Comedy;Cryer, Jon;Moore, Demi;Schatzberg, Jerry;10.0;No
1990;127.0;Ghost;Science Fiction;Swayze, Patrick;Moore, Demi;Zucker, Jerry;6.0;Yes
1986;113.0;About Last Night;Drama;Lowe, Rob;Moore, Demi;Zwick, Edward;66.0;No
1982;107.0;Six Weeks;Drama;Moore, Dudley;Moore, Mary Tyler;Bill, Tony;73.0;No
1948;89.0;Return of October;Comedy;Ford, Glenn;Moore, Terry;Lewis, Joseph H.;35.0;No
1952;99.0;Come Back, Little Sheba;Drama;Lancaster, Burt;Moore, Terry;Mann, Daniel;50.0;Yes
1974;117.0;Going Places;Drama;Depardieu, Grard;Moreau, Jeanne;Blier, Bertrand;66.0;No
1970;99.0;Monte Walsh;Western;Marvin, Lee;Moreau, Jeanne;Fraker, William A.;29.0;No
1955;100.0;Mr. Arkadin;Drama;Welles, Orson;Mori, Paola;Welles, Orson;80.0;No
1968;90.0;Producers, The;Comedy;Wilder, Gene;Mostel, Zero;Brooks, Mel;33.0;No
1976;94.0;Front, The;Drama;Allen, Woody;Mostel, Zero;Ritt, Martin;70.0;No
1987;86.0;House of the Rising Sun;Drama;Annese, Frank;Moyer, Tawny;Gold, Greg;45.0;No
1988;91.0;In a Shallow Grave;Drama;Biehn, Michael;Mueller, Maureen;Bowser, Kenneth;72.0;No
1974;111.0;Mc Q;Action;Wayne, John;Muldaur, Diana;Sturges, John;73.0;No
1941;85.0;Lady from Louisiana;Drama;Wayne, John;Munson, Ona;Vorhaus, Bernard;38.0;No
1990;102.0;Wait Until Spring Bandini;Drama;Mantegna, Joe;Muti, Ornella;Deruddere, Dominique;29.0;No
1940;105.0;Long Voyage Home, The;Drama;Wayne, John;Natwick, Mildred;Ford, John;88.0;No
1955;100.0;Trouble with Harry, The;Mystery;Forsythe, John;Natwick, Mildred;Hitchcock, Alfred;28.0;No
1987;60.0;Encounters;Drama;Von Bergan, Raven;Navarro, Monica;Marder, Bruce;44.0;No
1963;112.0;Hud;Drama;Newman, Paul;Neal, Patricia;Ritt, Martin;2.0;Yes
1987;83.0;Surf Nazis Must Die;Horror;Brenner, Barry;Neely, Gail;George, Peter;50.0;No
1956;124.0;Teahouse of the August Moon;Drama;Brando, Marlon;Negami, Jun;Mann, Daniel;11.0;No
1970;91.0;Man Who Haunted Himself, The;Drama;Moore, Roger;Neil, Hildegard;Dearden, Basil;75.0;No
1991;108.0;Prisoner of Honor.;Drama;Dreyfuss, Richard;Neilson, Catherine;Russell, Ken;58.0;No
1980;109.0;Wholly Moses!;Comedy;Moore, Dudley;Newman, Laraine;Weis, Gary;25.0;No
1991;110.0;Star Trek VI: The Undiscovered Country;Science Fiction;Shatner, William;Nichols, Nichelle;Meyer, Nicholas;11.0;No
1989;107.0;Star Trek V: The Final Frontier;Action;Shatner, William;Nichols, Nichelle;Shatner, William ;87.0;No
1991;85.0;Circuitry Man;Action;Metzler, Jim;Nicholson, Dana W.;Lovy, Steven;78.0;No
1986;87.0;Cobra;Action;Stallone, Sylvester;Nielsen, Brigitte;Cosmatos, George P.;57.0;No
1987;103.0;Beverly Hills Cop II;Comedy;Murphy, Eddie;Nielsen, Brigitte;Scott, Tony;37.0;No
1950;93.0;To Joy;Drama;Olin, Stig;Nilsson, Maj-Britt;Bergman, Ingmar;65.0;No
1958;128.0;Vertigo;Drama;Stewart, James;Novak, Kim;Hitchcock, Alfred;10.0;No
1987;91.0;Young Love: Lemon Popsicle Seven;Comedy;Katzur, Yftach;Noy, Zachi;Bennett, Walter;47.0;No
1946;93.0;Crack-Up;Mystery;Marshall, Herbert;O'Brien, Pat;Reis, Irving;25.0;No
1941;57.0;Bury Me Not on the Lone Prairie;Western;Brown, Johnny Mack;O'Day, Nell;Taylor, Ray;85.0;No
1940;57.0;Law & Order;Western;Brown, Johnny Mack;O'Day, Nell;Taylor, Ray;87.0;No
1941;56.0;Man from Montana;Western;Brown, Johnny Mack;O'Day, Nell;Taylor, Ray;85.0;No
1992;137.0;Long Gray Line, The;Drama;Power, Tyrone;O'Hara, Maureen;Ford, John;26.0;No
1950;105.0;Rio Grande;Western;Wayne, John;O'Hara, Maureen;Ford, John;64.0;No
1957;107.0;Wings of Eagles, The;Drama;Wayne, John;O'Hara, Maureen;Ford, John;29.0;No
1939;94.0;Jamaica Inn;Drama;Laughton, Charles;O'Hara, Maureen;Hitchcock, Alfred;75.0;No
1971;110.0;Big Jake;Action;Wayne, John;O'Hara, Maureen;Sherman, George;68.0;No
1983;72.0;After the Rehearsal;Drama;Josephson, Erland;Olin, Lena;Bergman, Ingmar;0.0;No
1952;90.0;Big Jim McLain;Western;Wayne, John;Olson, Nancy;Ludwig, Edward;14.0;No
1969;101.0;Smith!;Western;Ford, Glenn;Olson, Nancy;O'Herlihy, Michael;62.0;No
1953;79.0;Wild One, The;Drama;Brando, Marlon;O'Malley, Pat;Benedek, Laslo;26.0;No
1929;129.0;Manxman, The;Drama;Brisson, Carl;Ondra, Anny;Hitchcock, Alfred;65.0;No
1978;126.0;International Velvet;Drama;Hopkins, Anthony;O'Neal, Tatum;Forbes, Bryan;40.0;No
1981;104.0;Scanners;Horror;Lack, Stephen;O'Neill, Jennifer;Cronenberg, David;32.0;No
1986;98.0;Trick or Treat;Horror;Price, Marc;Orgolini, Lisa;Smith, Charles Martin;47.0;No
1982;92.0;48 Hrs.;Action;Nolte, Nick;O'Toole, Annette;Hill, Walter;67.0;No
1985;108.0;Trip to Bountiful, The;Drama;Heard, John;Page, Geraldine;Masterson, Peter;62.0;Yes
1955;116.0;Mister Roberts;Comedy;Fonda, Henry;Palmer, Betsy;Ford, John;8.0;Yes
1969;127.0;Z;Drama;Montand, Yves;Papas, Irene;Gavras, Costa;72.0;Yes
1987;139.0;Maurice;Drama;Wilby, James;Parfitt, Judy;Ivory, James;45.0;No
1969;114.0;Hamlet;Drama;Williamson, Nicol;Parfitt, Judy;Richardson, Tony;39.0;No
1991;117.0;La Femme Nikita;Drama;Karyo, Tcheky;Parillaud, Anne;Besson, Luc;6.0;No
1993;95.0;Honeymoon in Vegas;Comedy;Caan, James;Parker, Sarah Jessica;Bergman, Andrew;53.0;No
1988;90.0;Going for the Gold;Action;Edwards, Anthony;Parker, Sarah Jessica;Taylor, Dan;10.0;No
1976;128.0;Shout at the Devil;Action;Marvin, Lee;Parkins, Barbara;Hunt, Peter R.;0.0;No
1986;94.0;A Smoky Mountain Christmas;Music;Majors, Lee;Parton, Dolly;Winkler, Henry;23.0;No
1984;95.0;Getting Physical;Drama;Naughton, David;Paul, Alexandra;Stern, Steven Hilliard;75.0;No
1990;95.0;Torn Apart;Drama;Pasdar, Adrian;Peck, Cecilia;Fisher, Jack;8.0;No
1986;112.0;From the Hip;Comedy;Nelson, Judd;Perkins, Elizabeth;Clark, Bob;36.0;No
1984;102.0;Ratings Game, The;Comedy;DeVito, Danny;Perlman, Rhea;DeVito, Danny;21.0;No
1986;89.0;Water;Comedy;Caine, Michael;Perrine, Valerie;Clement, Dick;47.0;No
1978;88.0;Silent Movie;Comedy;Brooks, Mel;Peters, Bernadette;Brooks, Mel;27.0;No
1989;122.0;Pink Cadillac;Comedy;Eastwood, Clint;Peters, Bernadette;Eastwood, Clint;12.0;No
1979;94.0;Jerk, The;Comedy;Martin, Steve;Peters, Bernadette;Reiner, Carl;22.0;No
1986;107.0;Sweet Liberty;Comedy;Alda, Alan;Pfeiffer, Michelle;Alda, Alan;12.0;No
1982;115.0;Grease II;Music;Caulfield, Maxwell;Pfeiffer, Michelle;Birch, Patricia;64.0;No
1989;104.0;Married to the Mob;Comedy;Modine, Matthew;Pfeiffer, Michelle;Demme, Jonathan;8.0;No
1985;121.0;Ladyhawke;Adventure;Broderick, Matthew;Pfeiffer, Michelle;Donner, Richard;68.0;No
1989;114.0;Fabulous Baker Boys, The;Drama;Bridges, Jeff;Pfeiffer, Michelle;Kloves, Steve;66.0;No
1985;115.0;Into the Night;Comedy;Goldblum, Jeff;Pfeiffer, Michelle;Landis, John;62.0;No
1991;124.0;Russia House, The;Drama;Connery, Sean;Pfeiffer, Michelle;Schepisi, Fred;3.0;No
1988;116.0;Tequila Sunrise;Mystery;Gibson, Mel;Pfeiffer, Michelle;Towne, Robert;50.0;No
1971;108.0;Last Movie, The;Drama;Hopper, Dennis;Phillips, Michelle;Hopper, Dennis;22.0;No
1973;106.0;Dillinger;Drama;Oates, Warren;Phillips, Michelle;Milius, John;83.0;No
1988;360.0;Little Dorrit;Drama;Jacobi, Derek;Pickering, Sarah;Edzard, Christine;12.0;No
1927;78.0;My Best Girl;Drama;Rogers, Charles;Pickford, Mary;Taylor, Sam;31.0;No
1989;93.0;Seizure;Horror;Frid, Jonathan;Pickles, Christina;Stone, Oliver;59.0;No
1990;89.0;A Chorus of Disapproval;Comedy;Irons, Jeremy;Pigg, Alexandra;Winner, Michael;0.0;No
1962;119.0;Rome Adventure;Drama;Donahue, Tony;Pleshette, Suzanne;Daves, Delmer;39.0;No
1992;121.0;Drowning by Numbers;Mystery;Hill, Bernard;Plowright, Joan;Greenaway, Peter;28.0;No
1991;88.0;Born to Ride;Action;Stamos, John;Polo, Teri;Baker, Graham;59.0;No
1988;94.0;Her Alibi;Comedy;Selleck, Tom;Porizkova, Paulina;Beresford, Bruce;80.0;No
1990;95.0;Dangerous Pursuit;Mystery;Harrison, Gregory;Powers, Alexandra;Stern, Sandor;88.0;No
1962;123.0;Experiment in Terror;Mystery;Ford, Glenn;Powers, Stefanie;Edwards, Blake;77.0;No
1972;105.0;Hideaways, The;Comedy;Doran, Johnny;Prager, Sally;Cook, Fielder;42.0;No
1965;108.0;What's New Pussycat;Comedy;O'Toole, Peter;Prentiss, Paula;Donner, Clive;83.0;No
1965;108.0;What's New Pussycat?;Comedy;Sellers, Peter;Prentiss, Paula;Donner, Clive;46.0;No
1983;98.0;Packin' It In;Comedy;Benjamin, Richard;Prentiss, Paula;Taylor, Jud;8.0;No
1988;90.0;Naked Gun: From the Files of Police Squad!, THe;Comedy;Nielsen, Leslie;Presley, Priscilla;Zucker, David;9.0;No
1990;106.0;In Too Deep;Drama;Race, Hugo;Press, Santha;Tatoulis, Colin South John;50.0;No
1988;107.0;Twins;Comedy;Schwarzenegger, Arnold;Preston, Kelly;Reitman, Ivan;23.0;No
1988;94.0;Experts, The;Comedy;Travolta, John;Preston, Kelly;Thomas, Dave;67.0;No
1989;94.0;Naked Lie;Drama;Lucking, William;Principal, Victoria;Colla, Richard A.;7.0;No
1987;87.0;Mistress;Drama;Rachins, Allan;Principal, Victoria;Tuchner, Michael;36.0;No
1970;100.0;Adam at 6 A.M.;Drama;Douglas, Michael;Purcell, Lee;Scheerer, Robert;3.0;No
1990;93.0;Web of Deceit;Drama;Read, James;Purl, Linda;Stern, Sandor;6.0;No
1991;119.0;New York Stories;Comedy;Allen, Woody;Questel, Mae;Coppola, Francis Ford;6.0;No
1987;97.0;Dreams Lost, Dreams Found;Drama;Robb, David;Quinlan, Kathleen;Patterson, Willi;66.0;No
1987;103.0;Au Revoir les Enfants;Drama;Manesse, Gaspard;Racette, Francine;Malle, Louis;35.0;No
1989;122.0;Quo Vadis;Drama;Brandauer, Klaus Maria;Raines, Cristina;Rossi, Franco;6.0;No
1949;100.0;Fighting Kentuckian, The;Action;Wayne, John;Ralston, Vera;Waggner, George;74.0;No
1974;104.0;Zardoz;Science Fiction;Connery, Sean;Rampling, Charlotte;Boorman, John;6.0;No
1989;84.0;Police Academy 6: City under Siege;Comedy;Smith, Bubba;Ramsey, Marion;Bonerz, Peter;29.0;No
1988;90.0;Police Academy 5: Assignment Miami Beach;Comedy;Gaynes, George;Ramsey, Marion;Myerson, Alan;59.0;No
1986;84.0;Police Academy 3: Back in Training;Comedy;Guttenberg, Steve;Ramsey, Marion;Paris, Jerry;6.0;No
1991;60.0;America's Music, Blues;Music;Hopkins, Linda;Redd, Vi;Walton, Kip;54.0;No
1977;100.0;Julia;Drama;Fonda, Vanessa;Redgrave, Jane;Zinnemann, Fred;75.0;Yes
1971;111.0;Devils, The;Drama;Reed, Oliver;Redgrave, Vanessa;Russell, Ken;69.0;No
1984;90.0;Ransom;Drama;Ford, Glenn;Reed, Donna;Segal, Alex;73.0;No
1990;97.0;Cadillac Man;Comedy;Williams, Robin;Reed, Pamela;Donaldson, Roger;28.0;No
1986;104.0;Best of Times, The;Comedy;Williams, Robin;Reed, Pamela;Spottiswoode, Roger;88.0;No
1985;135.0;Death of a Salesman;Drama;Hoffman, Dustin;Reid, Kate;Schlndorff, Volker;13.0;No
1987;153.0;Empire of the Sun;Drama;Malkovich, John;Richardson, Miranda;Spielberg, Steven;6.0;No
1991;102.0;Comfort of Strangers, The;Mystery;Walken, Christopher;Richardson, Natasha;Schrader, Paul;5.0;No
1969;135.0;On Her Majesty's Secret Service;Action;Lazenby, George;Rigg, Diana;Hunt, Peter R.;66.0;No
1986;96.0;Pretty in Pink;Drama;Stanton, Harry Dean;Ringwald, Molly;Deutch, Howard;75.0;No
1943;60.0;Lone Star Trail, The;Western;Brown, Johnny Mack;Ritter, Tex;Taylor, Ray;27.0;No
1986;98.0;Summer;Comedy;Gauthier, Vincent;Riviere, Marie;Rohmer, Eric;11.0;No
1987;93.0;Planes, Trains & Automobiles;Comedy;Martin, Steve;Robbins, Laila;Hughes, John;73.0;No
1990;119.0;Pretty Woman;Comedy;Gere, Richard;Roberts, Julia;Marshall, Garry;43.0;No
1991;111.0;Flatliners;Drama;Sutherland, Kiefer;Roberts, Julia;Schumacher, Joel;19.0;No
1991;142.0;Hook;Action;Williams, Robin;Roberts, Julia;Spielberg, Steven;4.0;No
1940;56.0;Riders of Pasco Basin;Western;Brown, Johnny Mack;Robinson, Frances;Taylor, Ray;17.0;No
1990;106.0;Desperate Hours;Mystery;Rourke, Mickey;Rogers, Mimi;Cimino, Michael;58.0;No
1986;111.0;Gung Ho;Comedy;Keaton, Michael;Rogers, Mimi;Howard, Ron;59.0;No
1992;96.0;Shooting Elizabeth;Mystery;Goldblum, Jeff;Rogers, Mimi;Taylor, Baz;5.0;No
1951;101.0;Strangers on a Train;Mystery;Granger, Farley;Roman, Ruth;Hitchcock, Alfred;17.0;No
1979;198.0;Sacketts, The;Western;Elliott, Sam;Roman, Ruth;Totten, Robert;86.0;No
1991;87.0;To Die Standing;Action;De Young, Cliff;Rose, Jamie;Morneau, Louis;53.0;No
1980;92.0;Rodeo Girl;Drama;Hopkins, Bo;Ross, Katharine;Cooper, Jackie;80.0;No
1969;110.0;Butch Cassidy & the Sundance Kid;Western;Newman, Paul;Ross, Katharine;Hill, George Roy;29.0;Yes
1968;121.0;Hellfighters;Action;Wayne, John;Ross, Katharine;McLaglen, Andrew V.;22.0;No
1980;92.0;Final Countdown, The;Action;Douglas, Kirk;Ross, Katharine;Taylor, Don;35.0;No
1986;120.0;Blue Velvet;Mystery;MacLachlan, Kyle;Rossellini, Isabella;Lynch, David;6.0;No
1976;90.0;Black & White in Color;Comedy;Carmet, Jean;Rouvel, Catherine;Annaud, Jean-Jacques;24.0;Yes
1988;81.0;Another Woman;Drama;Hackman, Gene;Rowlands, Gena;Allen, Woody;7.0;No
1992;128.0;Night on Earth;Drama;Benigni, Roberto;Rowlands, Gena;Jarmusch, Jim;24.0;No
1988;92.0;Permanent Record;Drama;Boyce, Alan;Rubin, Jennifer;Silver, Marisa;42.0;No
1992;138.0;Fisher King, The;Drama;Williams, Robin;Ruehl, Mercedes;Gilliam, Terry;8.0;Yes
1991;98.0;Another You;Comedy;Pryor, Richard;Ruehl, Mercedes;Phillips, Maurice;75.0;No
1958;167.0;Young Lions, The;Drama;Brando, Marlon;Rush, Barbara;Dmytryk, Edward;10.0;No
1988;89.0;Cheerleader Camp;Horror;Garrett, Leif;Russell, Betsy;Quinn, John;79.0;No
1947;96.0;Angel & the Badman;Western;Wayne, John;Russell, Gail;Grant, James Edward;84.0;No
1990;109.0;Impulse;Mystery;Fahey, Jeff;Russell, Theresa;Locke, Sondra;23.0;No
1988;91.0;Track Twenty-Nine;Drama;Oldman, Gary;Russell, Theresa;Roeg, Nicolas;48.0;No
1991;110.0;Freejack;Action;Estevez, Emilio;Russo, Rene;Richardson, Tony;26.0;No
1988;81.0;Smallest Show on Earth, The;Comedy;Sellers, Peter;Rutherford, Margaret;Dearden, Basil;24.0;No
1987;120.0;Innerspace;Science Fiction;Quaid, Dennis;Ryan, Meg;Dante, Joe;41.0;No
1988;97.0;Presidio, The;Action;Connery, Sean;Ryan, Meg;Hyams, Peter;4.0;No
1990;102.0;Joe Versus the Volcano;Comedy;Hanks, Tom;Ryan, Meg;Patrick, John;17.0;No
1991;135.0;Doors, The;Drama;Kilmer, Val;Ryan, Meg;Stone, Oliver;60.0;No
1990;98.0;Welcome Home, Roxy Carmichael;Comedy;Daniels, Jeff;Ryder, Winona;Abrahams, Jim;41.0;No
1972;99.0;Cancel My Reservation;Comedy;Hope, Bob;Saint, Eva Marie;Bogart, Paul;60.0;No
1991;135.0;North by Northwest;Mystery;Grant, Cary;Saint, Eva Marie;Hitchcock, Alfred;20.0;No
1966;127.0;Russians Are Coming, the Russians Are, The;Comedy;Reiner, Carl;Saint, Eva Marie;Jewison, Norman;79.0;Yes
